_c0,_c1,_c2,_c3,_c4,_c5,_c6,_c7,_c8,_c9
hu.wikipedia,Szolgáltatásmegtagadással_járó_támadás,-1,mobile-app,9,1,user,2018,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,9,2,spider,2018,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,10,1,spider,2018,9,27
ru.wikipedia,DoS-атака,-1,mobile-app,10,2,user,2018,9,27
en.wikipedia,Denial-of-service_attack,-1,mobile-app,11,3,user,2018,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,11,1,spider,2018,9,27
it.wikipedia,Denial_of_service,-1,mobile-app,12,2,user,2018,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,12,4,spider,2018,9,27
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ru.wikipedia,DoS-атака,-1,mobile-app,1,1,user,2018,9,26
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,1,16,user,2018,9,26
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,2,1,user,2018,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,3,1,spider,2018,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,5,1,spider,2018,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,6,1,spider,2018,9,26
pt.wikipedia,Ataque_de_negação_de_serviço,-1,mobile-app,6,1,user,2018,9,26
ru.wikipedia,DoS-атака,-1,mobile-app,6,1,user,2018,9,26
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,0,1,spider,2018,9,15
hu.wikipedia,Szolgáltatásmegtagadással_járó_támadás,-1,mobile-app,13,2,user,2019,9,4
ru.wikipedia,DoS-атака,-1,mobile-app,13,5,user,2019,9,4
he.wikipedia,התקפת_מניעת_שירות,-1,mobile-app,14,1,user,2019,9,4
en.wikipedia,Denial-of-service_attack,-1,desktop,23,2,spider,2019,9,20
ru.wikipedia,DoS-атака,-1,mobile-app,23,1,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,0,2,spider,2019,9,21
de.wikipedia,Denial_of_Service,-1,mobile-app,0,1,user,2019,9,21
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,20,2,spider,2019,9,30
en.wikipedia,Denial-of-service_attack,-1,desktop,21,2,spider,2019,9,30
ko.wikipedia,서비스_거부_공격,-1,mobile-app,21,1,user,2019,9,30
de.wikipedia,Denial_of_Service,-1,mobile-app,21,1,user,2019,9,30
en.wikipedia,Denial-of-service_attack,-1,desktop,22,4,spider,2019,9,30
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,22,1,user,2019,9,30
en.wikipedia,Denial-of-service_attack,-1,mobile-app,22,1,user,2019,9,30
en.wikipedia,Denial-of-service_attack,-1,mobile-app,23,4,user,2019,9,30
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,14,3,spider,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,mobile-app,14,2,user,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,desktop,15,2,spider,2019,9,14
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,15,1,user,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,desktop,16,4,spider,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,desktop,17,3,spider,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,mobile-app,17,3,user,2019,9,14
de.wikipedia,Denial_of_Service,-1,mobile-app,19,1,user,2019,9,14
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,14,1,spider,2018,9,19
ru.wikipedia,DoS-атака,-1,mobile-app,15,3,user,2018,9,19
en.wikipedia,Denial-of-service_attack,-1,mobile-app,15,1,user,2018,9,19
en.wikipedia,Denial-of-service_attack,-1,desktop,16,2,spider,2018,9,19
en.wikipedia,Denial-of-service_attack,-1,mobile-app,17,3,user,2018,9,19
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,17,4,user,2018,9,19
en.wikipedia,Denial-of-service_attack,-1,desktop,18,1,spider,2018,9,19
en.wikipedia,Denial-of-service_attack,-1,mobile-app,18,1,user,2018,9,19
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,5,3,spider,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,mobile-app,5,1,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,7,5,spider,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,8,1,spider,2019,9,26
ru.wikipedia,DoS-атака,-1,mobile-app,8,1,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,mobile-app,8,1,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,9,3,spider,2019,9,26
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,9,1,user,2019,9,26
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,9,1,user,2019,9,24
en.wikipedia,DDoS,-1,mobile-web,10,1,spider,2019,9,24
en.wikipedia,Denial-of-service_attack,-1,desktop,10,2,spider,2019,9,24
en.wikipedia,Denial-of-service_attack,-1,mobile-app,12,3,user,2019,9,30
en.wikipedia,Denial-of-service_attack,-1,desktop,12,1,spider,2019,9,30
en.wikipedia,Denial-of-service_attack,-1,mobile-app,13,1,user,2019,9,30
en.wikipedia,Denial-of-service_attack,-1,desktop,13,2,spider,2019,9,30
fr.wikipedia,Attaque_par_déni_de_service,-1,desktop,13,2,spider,2019,9,30
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,10,1,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,10,1,spider,2019,9,20
ko.wikipedia,서비스_거부_공격,-1,mobile-app,10,1,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,11,2,spider,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,13,2,spider,2019,9,20
ja.wikipedia,DoS攻撃,-1,mobile-app,13,3,user,2019,9,20
de.wikipedia,Denial_of_Service,-1,mobile-app,14,1,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,15,4,spider,2019,9,20
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,12,1,spider,2018,9,13
en.wikipedia,Denial-of-service_attack,-1,mobile-app,12,3,user,2018,9,13
ru.wikipedia,DoS-атака,-1,mobile-app,12,1,user,2018,9,13
en.wikipedia,Denial-of-service_attack,-1,mobile-app,13,2,user,2018,9,13
en.wikipedia,Denial-of-service_attack,-1,desktop,14,1,spider,2018,9,13
ru.wikipedia,DoS-атака,-1,mobile-app,14,1,user,2018,9,13
en.wikipedia,Denial-of-service_attack,-1,desktop,15,1,spider,2018,9,13
en.wikipedia,Denial-of-service_attack,-1,mobile-app,17,3,user,2018,9,13
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,15,3,spider,2018,9,12
sv.wikipedia,Denial_of_Service,-1,mobile-app,15,1,user,2018,9,12
fr.wikipedia,Attaque_par_déni_de_service,-1,desktop,10,1,spider,2018,9,17
en.wikipedia,Denial-of-service_attack,-1,mobile-app,10,1,user,2018,9,17
de.wikipedia,Denial_of_Service,-1,mobile-app,11,1,user,2018,9,17
cs.wikipedia,Denial_of_service,-1,mobile-app,0,3,user,2018,9,24
en.wikipedia,Denial-of-service_attack,-1,mobile-app,0,1,user,2018,9,12
en.wikipedia,Denial-of-service_attack,-1,desktop,0,1,spider,2018,9,12
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,11,3,spider,2019,9,29
en.wikipedia,Denial-of-service_attack,-1,mobile-app,12,2,user,2019,9,29
en.wikipedia,Denial-of-service_attack,-1,desktop,13,4,spider,2019,9,29
en.wikipedia,Denial-of-service_attack,-1,desktop,18,1,spider,2018,9,4
en.wikipedia,Denial-of-service_attack,-1,mobile-app,19,1,user,2018,9,4
it.wikipedia,Denial_of_service,-1,mobile-app,19,1,user,2018,9,4
de.wikipedia,Denial_of_Service,-1,mobile-app,19,3,user,2018,9,4
en.wikipedia,Denial-of-service_attack,-1,desktop,19,1,spider,2018,9,4
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,20,1,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,20,1,spider,2019,9,26
de.wikipedia,Denial_of_Service,-1,mobile-app,21,3,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,21,2,spider,2019,9,26
it.wikipedia,Denial_of_service,-1,mobile-app,21,1,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,mobile-app,22,1,user,2019,9,26
it.wikipedia,Denial_of_service,-1,mobile-app,22,1,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,23,1,spider,2019,9,26
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ru.wikipedia,DoS-атака,-1,mobile-app,7,1,user,2018,9,10
de.wikipedia,Denial_of_Service,-1,mobile-app,7,1,user,2018,9,10
en.wikipedia,Denial-of-service_attack,-1,mobile-app,7,3,user,2018,9,10
en.wikipedia,Denial-of-service_attack,-1,desktop,8,3,spider,2018,9,10
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,9,1,user,2018,9,10
ja.wikipedia,DoS攻撃,-1,mobile-app,10,1,user,2018,9,10
fr.wikipedia,Attaque_par_déni_de_service,-1,desktop,10,1,spider,2018,9,10
pt.wikipedia,Ataque_de_negação_de_serviço,-1,mobile-app,11,1,user,2018,9,10
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,14,3,spider,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,mobile-app,14,1,user,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,15,2,spider,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,mobile-app,15,2,user,2019,9,28
pl.wikipedia,DDoS,-1,mobile-app,16,1,user,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,17,3,spider,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,18,3,spider,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,19,2,spider,2019,9,28
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ru.wikipedia,Denial_of_service,-1,desktop,17,1,spider,2018,9,2
it.wikipedia,Denial_of_service,-1,mobile-app,17,1,user,2018,9,2
en.wikipedia,Denial-of-service_attack,-1,desktop,18,1,spider,2018,9,2
de.wikipedia,Denial_of_Service,-1,mobile-app,18,1,user,2018,9,2
en.wikipedia,Denial-of-service_attack,-1,desktop,19,1,spider,2018,9,2
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,19,1,user,2018,9,2
en.wikipedia,Denial-of-service_attack,-1,desktop,20,1,spider,2018,9,2
en.wikipedia,Denial-of-service_attack,-1,desktop,21,1,spider,2018,9,2
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
de.wikipedia,Denial_of_Service,-1,desktop,5,1,spider,2019,9,15
de.wikipedia,Denial_of_Service,-1,mobile-app,5,2,user,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,5,2,spider,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,4,1,spider,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,2,2,spider,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,mobile-app,1,2,user,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,1,3,spider,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,0,1,spider,2019,9,15
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,1,3,spider,2018,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,2,1,spider,2018,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,3,2,spider,2018,9,18
de.wikipedia,Denial_of_Service,-1,mobile-app,4,1,user,2018,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,4,1,spider,2018,9,18
ru.wikipedia,DoS-атака,-1,mobile-app,5,1,user,2018,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,6,1,spider,2018,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,6,1,user,2018,9,18
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,2,1,spider,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,3,4,spider,2019,9,20
ru.wikipedia,DoS-атака,-1,mobile-app,4,1,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,4,4,spider,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,mobile-app,5,3,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,5,2,spider,2019,9,20
ru.wikipedia,DoS-атака,-1,mobile-app,6,4,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,mobile-app,6,1,user,2019,9,20
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,2,1,spider,2018,9,2
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,3,1,user,2018,9,2
en.wikipedia,Denial-of-service_attack,-1,mobile-app,3,1,user,2018,9,2
en.wikipedia,Denial-of-service_attack,-1,desktop,3,3,spider,2018,9,2
de.wikipedia,Denial_of_Service,-1,desktop,4,1,spider,2018,9,2
ja.wikipedia,DoS攻撃,-1,mobile-app,4,2,user,2018,9,2
en.wikipedia,Denial-of-service_attack,-1,desktop,4,2,spider,2018,9,2
en.wikipedia,Denial-of-service_attack,-1,mobile-app,6,2,user,2018,9,2
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,6,2,user,2018,9,22
en.wikipedia,Denial-of-service_attack,-1,mobile-app,7,1,user,2018,9,22
cs.wikipedia,Denial_of_service,-1,mobile-app,8,1,user,2018,9,22
en.wikipedia,Denial-of-service_attack,-1,mobile-app,8,1,user,2018,9,22
en.wikipedia,Denial-of-service_attack,-1,desktop,10,1,spider,2018,9,22
de.wikipedia,Denial_of_Service,-1,mobile-app,11,1,user,2018,9,22
ja.wikipedia,DoS攻撃,-1,mobile-app,11,1,user,2018,9,22
en.wikipedia,Denial-of-service_attack,-1,mobile-app,11,2,user,2018,9,22
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
hy.wikipedia,DoS,-1,mobile-app,18,1,user,2018,9,22
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,7,1,user,2018,9,1
en.wikipedia,Denial-of-service_attack,-1,mobile-app,7,1,user,2018,9,1
en.wikipedia,Denial-of-service_attack,-1,desktop,20,1,spider,2018,9,12
en.wikipedia,Denial-of-service_attack,-1,mobile-app,20,1,user,2018,9,12
ru.wikipedia,DoS-атака,-1,mobile-app,13,2,user,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,13,1,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,0,1,spider,2018,9,18
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,1,1,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,2,4,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,3,1,spider,2019,9,18
ja.wikipedia,DoS攻撃,-1,mobile-app,3,1,user,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,4,2,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,5,1,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,6,1,spider,2019,9,18
ru.wikipedia,DoS-атака,-1,mobile-app,6,1,user,2019,9,18
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,10,2,spider,2018,9,9
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,11,1,user,2018,9,9
ja.wikipedia,DoS攻撃,-1,mobile-app,11,1,user,2018,9,9
pl.wikipedia,DDoS,-1,mobile-app,12,1,user,2018,9,9
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,13,2,user,2018,9,9
en.wikipedia,Denial-of-service_attack,-1,mobile-app,14,1,user,2018,9,9
de.wikipedia,Denial_of_Service,-1,mobile-app,15,1,user,2018,9,9
en.wikipedia,Denial-of-service_attack,-1,desktop,15,1,spider,2018,9,9
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
pl.wikipedia,DDoS,-1,mobile-app,19,1,user,2018,9,22
en.wikipedia,Denial-of-service_attack,-1,desktop,20,1,spider,2018,9,22
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,21,1,user,2018,9,22
en.wikipedia,Denial-of-service_attack,-1,desktop,22,1,spider,2018,9,22
cs.wikipedia,Denial_of_service,-1,mobile-app,22,1,user,2018,9,22
sv.wikipedia,Denial_of_Service,-1,mobile-app,23,1,user,2018,9,22
en.wikipedia,Denial-of-service_attack,-1,desktop,23,1,spider,2018,9,22
cs.wikipedia,Denial_of_service,-1,mobile-app,23,2,user,2018,9,22
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
it.wikipedia,Denial_of_service,-1,mobile-app,21,1,user,2018,9,16
en.wikipedia,Denial-of-service_attack,-1,desktop,22,1,spider,2018,9,16
ar.wikipedia,هجمات_الحرمان_من_الخدمات,-1,mobile-app,23,4,user,2018,9,16
en.wikipedia,Denial-of-service_attack,-1,mobile-app,22,1,user,2019,9,5
en.wikipedia,Denial-of-service_attack,-1,desktop,22,1,spider,2019,9,5
fa.wikipedia,حمله_محروم‌سازی_از_سرویس,-1,mobile-app,22,1,user,2019,9,5
en.wikipedia,Denial-of-service_attack,-1,mobile-app,23,1,user,2019,9,5
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ru.wikipedia,DoS-атака,-1,mobile-app,17,2,user,2018,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,19,1,spider,2018,9,27
en.wikipedia,Denial-of-service_attack,-1,mobile-app,20,1,user,2018,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,20,1,spider,2018,9,27
cs.wikipedia,Denial_of_service,-1,mobile-app,20,1,user,2018,9,27
de.wikipedia,Denial_of_Service,-1,mobile-app,20,1,user,2018,9,27
en.wikipedia,Denial-of-service_attack,-1,desktop,21,2,spider,2018,9,27
ja.wikipedia,DoS攻撃,-1,mobile-app,22,2,user,2018,9,27
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,8,3,user,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,desktop,8,1,spider,2019,9,23
uk.wikipedia,DoS-атака,-1,mobile-app,8,1,user,2019,9,23
fi.wikipedia,Palvelunestohyökkäys,-1,mobile-app,9,1,user,2019,9,23
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,9,2,user,2019,9,23
pl.wikipedia,DDoS,-1,mobile-app,9,1,user,2019,9,23
de.wikipedia,Denial_of_Service,-1,mobile-app,10,1,user,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,desktop,10,4,spider,2019,9,23
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
da.wikipedia,DDoS,-1,mobile-app,7,1,user,2019,9,6
fi.wikipedia,Palvelunestohyökkäys,-1,mobile-app,6,1,user,2019,9,6
en.wikipedia,Denial-of-service_attack,-1,desktop,5,1,spider,2019,9,6
en.wikipedia,Denial-of-service_attack,-1,mobile-app,5,1,user,2019,9,6
en.wikipedia,Denial-of-service_attack,-1,desktop,4,1,spider,2019,9,6
en.wikipedia,Denial-of-service_attack,-1,desktop,3,2,spider,2019,9,6
en.wikipedia,Denial-of-service_attack,-1,desktop,2,3,spider,2019,9,6
en.wikipedia,Denial-of-service_attack,-1,desktop,1,1,spider,2019,9,6
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,19,1,spider,2019,9,23
ar.wikipedia,هجمات_الحرمان_من_الخدمات,-1,mobile-app,19,1,user,2019,9,23
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,20,1,user,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,desktop,20,3,spider,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,mobile-app,20,5,user,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,desktop,21,1,spider,2019,9,23
en.wikipedia,Denial-of-service_attack,-1,desktop,22,2,spider,2019,9,23
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,13,1,user,2018,9,30
fa.wikipedia,حمله_محروم‌سازی_از_سرویس,-1,mobile-app,13,1,user,2018,9,30
en.wikipedia,Denial-of-service_attack,-1,mobile-app,14,1,user,2018,9,30
en.wikipedia,Denial-of-service_attack,-1,desktop,14,1,spider,2018,9,30
en.wikipedia,Denial-of-service_attack,-1,desktop,15,2,spider,2018,9,30
en.wikipedia,Denial-of-service_attack,-1,mobile-app,16,2,user,2018,9,30
de.wikipedia,Denial_of_Service,-1,mobile-app,16,1,user,2018,9,30
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ru.wikipedia,Denial_of_service,-1,desktop,1,1,spider,2018,9,23
en.wikipedia,Denial-of-service_attack,-1,desktop,2,1,spider,2018,9,23
en.wikipedia,Denial-of-service_attack,-1,mobile-web,2,1,spider,2018,9,23
ja.wikipedia,DoS攻撃,-1,mobile-app,2,1,user,2018,9,23
en.wikipedia,Denial_of_service,-1,mobile-web,3,1,spider,2018,9,23
en.wikipedia,Denial_of_service,-1,mobile-web,4,1,spider,2018,9,23
de.wikipedia,Denial_of_Service,-1,desktop,4,2,spider,2018,9,23
ru.wikipedia,DoS-атака,-1,desktop,4,1,spider,2018,9,23
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ja.wikipedia,DoS攻撃,-1,mobile-app,10,1,user,2018,9,1
en.wikipedia,Denial-of-service_attack,-1,desktop,10,2,spider,2018,9,1
it.wikipedia,Denial_of_service,-1,mobile-app,11,2,user,2018,9,1
en.wikipedia,Denial-of-service_attack,-1,desktop,11,2,spider,2018,9,1
ja.wikipedia,DoS攻撃,-1,mobile-app,12,1,user,2018,9,1
de.wikipedia,Denial_of_Service,-1,mobile-app,13,3,user,2018,9,1
en.wikipedia,Denial-of-service_attack,-1,desktop,13,1,spider,2018,9,1
de.wikipedia,Denial_of_Service,-1,mobile-app,14,2,user,2018,9,1
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,2,1,user,2019,9,28
ar.wikipedia,هجمات_الحرمان_من_الخدمات,-1,mobile-app,2,1,user,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,2,3,spider,2019,9,28
